userId,cp_content_id,cp_name,curr_play_time_min,content_series_id,episode_id,playtime,content_series_name,content_category,streams_flag_final,content_season_id,playablecontent_ty,duration_secs,content_t,event_type,user_session_id,playablecontent_epinum,total_play_time_sec,playablecontent_tvsid,playablecontent_sid,episode_number,content_content_type,content_id,play_session_id,day
aIr4WTL4Y4VQjuKhH0,1000191021,SONYLIV_VOD,0.0,,,3.7413666666666665,,VOD,play_start,,MOVIE,6451.0,Eesho (Hindi),player_seek,be1647a3-ca91-4816-b2a9-4cc579fb36b9-1771995331404,,218.993,,,,MOVIE,SONYLIV_VOD_MOVIE_1000191021,617295a3-6ea0-4007-91b5-d947ada76f5b,2026-02-25
3Jc1oPfCsuPfneH7F0,8D7C14A3-895A-47E7-9795-EA10BC692568,AHA,0.0,AHA_TVSHOW_9707C855-0CAA-465E-B9A5-D70C594E6F50,,23.209283333333328,Dhoolpet Police Station,VOD,play_start,AHA_TVSHOW_9707C855-0CAA-465E-B9A5-D70C594E6F50_SEASON_1,EPISODE,1732.0,The Expected and the Unexpected,play_pause,86988a4a-8eb4-404f-962e-96e337f33523-1772023476707,14.0,1392.341,AHA_TVSHOW_9707C855-0CAA-465E-B9A5-D70C594E6F50,AHA_TVSHOW_9707C855-0CAA-465E-B9A5-D70C594E6F50_SEASON_1,14.0,EPISODE,AHA_EPISODE_8D7C14A3-895A-47E7-9795-EA10BC692568,2dbae9b8-2ae1-4be5-a306-218a9171f97f,2026-02-25
erhaelapYvCUsYBj60,en_movie_766,CHAUPAL,0.0,,,27.810466666666667,,VOD,play_start,,MOVIE,8460.0,Sarbala Ji,play_pause,77c3dd3f-70b5-4ea9-a898-94e5f5dbd8a1-1772031796560,,1668.628,,,,MOVIE,CHAUPAL_MOVIE_en_movie_766,9ac2184e-0fda-4e83-bb7a-2133b8a3e349,2026-02-25
ssNfR5OM_yrz6vz1o0,4c265343-5a3b-45b0-bad0-fdee5b36f470,HOICHOI,0.0,HOICHOI_TVSHOW_040a0d21-ebef-402e-a650-7ba0389b071b,,26.691983333333333,Srikanto,VOD,play_start,HOICHOI_TVSHOW_040a0d21-ebef-402e-a650-7ba0389b071b_SEASON_1,EPISODE,1456.0,Deceit.,api_init,4b18591c-2551-4371-8c53-003e07b22347-1772010067728,5.0,1601.519,HOICHOI_TVSHOW_040a0d21-ebef-402e-a650-7ba0389b071b,HOICHOI_TVSHOW_040a0d21-ebef-402e-a650-7ba0389b071b_SEASON_1,5.0,EPISODE,HOICHOI_EPISODE_4c265343-5a3b-45b0-bad0-fdee5b36f470,aba11a61-87e9-40ad-a6a8-55856abbd1ec,2026-02-25
pGWHKVEDqgsgF-KHf0,df7be109-d7e3-45f9-b9e2-2fad49346770,HOICHOI,0.0,HOICHOI_TVSHOW_b99bdc68-2297-4d67-b383-cef7e44c523d,,23.22286666666667,Gora,VOD,play_start,HOICHOI_TVSHOW_b99bdc68-2297-4d67-b383-cef7e44c523d_SEASON_1,EPISODE,1419.0,Shasti,play_init,e4508db2-454d-49fd-8ce5-5f69339dce7f-1771956274870,7.0,1393.372,HOICHOI_TVSHOW_b99bdc68-2297-4d67-b383-cef7e44c523d,HOICHOI_TVSHOW_b99bdc68-2297-4d67-b383-cef7e44c523d_SEASON_1,7.0,EPISODE,HOICHOI_EPISODE_df7be109-d7e3-45f9-b9e2-2fad49346770,75682d2c-d8f3-47dc-a2ff-4c551813af4b,2026-02-25
5AqBe1xDwnHTC5xcT0,GODZILLAY1998M,LIONSGATEPLAY,0.0,,,65.62911666666666,,VOD,play_start,,MOVIE,7993.0,Godzilla,play_pause,6b795924-4a2f-4bdb-a50b-f18c089d79ab-1772035087578,,3937.747,,,,MOVIE,LIONSGATEPLAY_MOVIE_GODZILLAY1998M,22e7a4b6-b6a1-444e-834a-0954d6fcb19a,2026-02-25
qOxwusofYAZg6rXaU0,145146,MANORAMAMAX,0.0,,,37.765133333333324,,VOD,play_session_end,,MOVIE,7680.0,John Luther,player_log,7e72280c-48f5-4ddb-bc38-391dedb755d1-1771951527652,,2265.9079999999994,,,,MOVIE,MANORAMAMAX_MOVIE_145146,e9fde9a9-2458-46fe-a449-e0d28055a4b3,2026-02-25
-yBUoQxicSsCCgntK0,amzn1.dv.gti.34b75b52-7b52-43ba-b9a9-807131097989,MINITV,0.0,MINITV_TVSHOW_amzn1.dv.gti.c0fd0fc9-058b-456a-a880-a7f003afae1b,,0.10561666666666666,Amar Vishwas,VOD,play_start,MINITV_TVSHOW_amzn1.dv.gti.c0fd0fc9-058b-456a-a880-a7f003afae1b_SEASON_amzn1.dv.gti.f978375c-bd3a-4d2c-9c03-330aab0cee8d,EPISODE,2343.0,Katghare Mein Sach,ready_to_play,79906303-1772034428992,10.0,6.0,MINITV_TVSHOW_amzn1.dv.gti.c0fd0fc9-058b-456a-a880-a7f003afae1b,MINITV_TVSHOW_amzn1.dv.gti.c0fd0fc9-058b-456a-a880-a7f003afae1b_SEASON_amzn1.dv.gti.f978375c-bd3a-4d2c-9c03-330aab0cee8d,10.0,EPISODE,MINITV_EPISODE_amzn1.dv.gti.34b75b52-7b52-43ba-b9a9-807131097989,79906303-1772034428992-21831990-1772034430565,2026-02-25
p-bLO_Why727wMri50,amzn1.dv.gti.d2f03d74-02e2-4a58-8229-5e26ac5fd67f,MINITV,0.0,MINITV_TVSHOW_amzn1.dv.gti.c0fd0fc9-058b-456a-a880-a7f003afae1b,,22.812933333333334,Amar Vishwas,VOD,play_start,MINITV_TVSHOW_amzn1.dv.gti.c0fd0fc9-058b-456a-a880-a7f003afae1b_SEASON_amzn1.dv.gti.f978375c-bd3a-4d2c-9c03-330aab0cee8d,EPISODE,1440.0,Dabi Sacchai,frame_dropped,987845de-666f-473e-8293-36f6ea4e3667-1771952548912,9.0,1343.768,MINITV_TVSHOW_amzn1.dv.gti.c0fd0fc9-058b-456a-a880-a7f003afae1b,MINITV_TVSHOW_amzn1.dv.gti.c0fd0fc9-058b-456a-a880-a7f003afae1b_SEASON_amzn1.dv.gti.f978375c-bd3a-4d2c-9c03-330aab0cee8d,9.0,EPISODE,MINITV_EPISODE_amzn1.dv.gti.d2f03d74-02e2-4a58-8229-5e26ac5fd67f,1e55a503-ce76-4a8d-a847-708bcf7f5cc1,2026-02-25
xqyeR6ZJrFfd8ERlB0,amzn1.dv.gti.d2f03d74-02e2-4a58-8229-5e26ac5fd67f,MINITV,0.0,MINITV_TVSHOW_amzn1.dv.gti.c0fd0fc9-058b-456a-a880-a7f003afae1b,,25.426550000000002,Amar Vishwas,VOD,play_start,MINITV_TVSHOW_amzn1.dv.gti.c0fd0fc9-058b-456a-a880-a7f003afae1b_SEASON_amzn1.dv.gti.f978375c-bd3a-4d2c-9c03-330aab0cee8d,EPISODE,1440.0,Dabi Sacchai,play_pause,d9c7d75b-fba1-436b-9d9d-2d935c04d92b-1772039000196,9.0,1525.593,MINITV_TVSHOW_amzn1.dv.gti.c0fd0fc9-058b-456a-a880-a7f003afae1b,MINITV_TVSHOW_amzn1.dv.gti.c0fd0fc9-058b-456a-a880-a7f003afae1b_SEASON_amzn1.dv.gti.f978375c-bd3a-4d2c-9c03-330aab0cee8d,9.0,EPISODE,MINITV_EPISODE_amzn1.dv.gti.d2f03d74-02e2-4a58-8229-5e26ac5fd67f,3f2c5a94-2f62-4ca5-a0de-ebdfea53c85a,2026-02-25
4Bl8prRyL_DyXKxJY0,amzn1.dv.gti.eaa67d2e-35c4-4561-9e52-c1ad7740713e,MINITV,0.0,MINITV_TVSHOW_amzn1.dv.gti.02757d5f-c371-46e9-8cb1-bb6d13ae9811,,13.8697,School Friends,VOD,play_start,MINITV_TVSHOW_amzn1.dv.gti.02757d5f-c371-46e9-8cb1-bb6d13ae9811_SEASON_amzn1.dv.gti.7086b5ef-595a-4bbf-911e-1dd299e35512,EPISODE,855.0,Mistri Bane Kalakar,player_log,bfed35f0-25a2-4208-afcb-cc17d79ff440-1772011143466,7.0,829.323,MINITV_TVSHOW_amzn1.dv.gti.02757d5f-c371-46e9-8cb1-bb6d13ae9811,MINITV_TVSHOW_amzn1.dv.gti.02757d5f-c371-46e9-8cb1-bb6d13ae9811_SEASON_amzn1.dv.gti.7086b5ef-595a-4bbf-911e-1dd299e35512,7.0,EPISODE,MINITV_EPISODE_amzn1.dv.gti.eaa67d2e-35c4-4561-9e52-c1ad7740713e,ef6e1bc6-6e54-4b67-bf53-fe8676e3a2fd,2026-02-25
wFznvOLRAISnwsMyq0,amzn1.dv.gti.f489c216-d1e3-4a49-a5b4-81b45034f2c5,MINITV,0.0,MINITV_TVSHOW_amzn1.dv.gti.3e4e98e2-a646-49bd-a0bb-11753e2a0948,,28.82065,Mitti - Ek Nayi Pehchaan,VOD,play_start,MINITV_TVSHOW_amzn1.dv.gti.3e4e98e2-a646-49bd-a0bb-11753e2a0948_SEASON_amzn1.dv.gti.6af463fd-351d-4fae-b582-f9c31c1b342a,EPISODE,1901.0,Dadu Calling...,player_log,c2a34fca-fe21-4117-ba72-2198ddbadec1-1772036407433,1.0,1728.955,MINITV_TVSHOW_amzn1.dv.gti.3e4e98e2-a646-49bd-a0bb-11753e2a0948,MINITV_TVSHOW_amzn1.dv.gti.3e4e98e2-a646-49bd-a0bb-11753e2a0948_SEASON_amzn1.dv.gti.6af463fd-351d-4fae-b582-f9c31c1b342a,1.0,EPISODE,MINITV_EPISODE_amzn1.dv.gti.f489c216-d1e3-4a49-a5b4-81b45034f2c5,17223a07-d366-4e3f-a704-54f9eff2b115,2026-02-25
uZDKHOFbANI7GOocX0,amzn1.dv.gti.a5219df1-aa62-4335-9401-33466f36cc19,MINITV,0.0,,,1.2931166666666667,,VOD,play_start,,MOVIE,9906.0,Ponniyin Selvan Part 2 (Hindi),play_pause,5be05fec-4856-469c-820a-a8bdeeab6c87-1772034663014,,76.134,,,,MOVIE,MINITV_MOVIE_amzn1.dv.gti.a5219df1-aa62-4335-9401-33466f36cc19,889b3ce3-2b18-47b3-b7c5-45c620623357,2026-02-25
18FTfoRCzZ1FywwAV0,PLAYFLIX_EPISODE_441_2,PLAYFLIX,0.0,PLAYFLIX_TVSHOW_ATL0000016165,,8.652516666666665,Kiss Goblin (Telugu),VOD,play_start,PLAYFLIX_TVSHOW_ATL0000016165_SEASON_1,EPISODE,678.0,Kiss Goblin (Telugu),player_log,7f9808fc-0b62-4cd9-ac51-96542c41f457-1772016870602,2.0,519.151,PLAYFLIX_TVSHOW_ATL0000016165,PLAYFLIX_TVSHOW_ATL0000016165_SEASON_1,2.0,EPISODE,PLAYFLIX_EPISODE_441_2,13fbf316-7e89-4716-8c65-36e87e7717f6,2026-02-25
_0ErVbU6n9vwJsXNT0,1000017688,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700000095,,4.50255,Kuch Rang Pyar Ke Aise Bhi,VOD,play_start,SONYLIV_VOD_TVSHOW_1700000095_SEASON_1,EPISODE,1238.0,Ranveer Ki Manzil,player_log,44006569-1772000240336,100.0,270.0,SONYLIV_VOD_TVSHOW_1700000095,SONYLIV_VOD_TVSHOW_1700000095_SEASON_1,100.0,EPISODE,SONYLIV_VOD_EPISODE_1000017688,44006569-1772000240336-5184368-1772000270817,2026-02-25
P-QEt-1D__0U7Dq-u0,1000028993,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700000003,,5.1266333333333325,Tenali Rama,VOD,play_start,SONYLIV_VOD_TVSHOW_1700000003_SEASON_1,EPISODE,1202.0,Plan Successful,play_pause,9c076150-8fe7-4181-b264-db3029480394-1772022557237,507.0,307.4,SONYLIV_VOD_TVSHOW_1700000003,SONYLIV_VOD_TVSHOW_1700000003_SEASON_1,507.0,EPISODE,SONYLIV_VOD_EPISODE_1000028993,deaf5290-6088-4faf-ab27-a06c135c5882,2026-02-25
-qYleJJQO3qed26Fr0,1000184460,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700000936,,1.81305,Tamil Rockerz,VOD,play_start,SONYLIV_VOD_TVSHOW_1700000936_SEASON_1,EPISODE,2128.0,"Aye, Aye, Captain!",api_init,f0235ec4-c4fa-462c-88da-c5f534de97e5-1771988095024,2.0,108.783,SONYLIV_VOD_TVSHOW_1700000936,SONYLIV_VOD_TVSHOW_1700000936_SEASON_1,2.0,EPISODE,SONYLIV_VOD_EPISODE_1000184460,1df0a74e-b3fd-45e4-a58e-7aa00d844f15,2026-02-25
DQj6tXkkzTjFXVRt40,1090497402,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700000196,,46.005,CID,VOD,play_start,SONYLIV_VOD_TVSHOW_1700000196_SEASON_2,EPISODE,2758.0,Abhijeet’s Secret Caller,player_log,fe84ef23-c500-4102-884f-b1f0b054a743-1772039574529,103.0,2760.3,SONYLIV_VOD_TVSHOW_1700000196,SONYLIV_VOD_TVSHOW_1700000196_SEASON_2,103.0,EPISODE,SONYLIV_VOD_EPISODE_1090497402,ec8547d7-ad27-4be3-bf9e-c19611b44470,2026-02-25
gYoM_4BX1_Uix4fXL0,1090504799,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700000084,,3.2866833333333334,Taarak Mehta Ka Ooltah Chashmah,VOD,play_start,SONYLIV_VOD_TVSHOW_1700000084_SEASON_47,EPISODE,1222.0,Dukaan Mein Party Sharty,play_start,57725835-1772038832789,4641.0,195.0,SONYLIV_VOD_TVSHOW_1700000084,SONYLIV_VOD_TVSHOW_1700000084_SEASON_47,4641.0,EPISODE,SONYLIV_VOD_EPISODE_1090504799,57725835-1772038832789-37994618-1772040212359,2026-02-25
EPtPZC80kP86zcWIq0,1090504799,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700000084,,13.553083333333332,Taarak Mehta Ka Ooltah Chashmah,VOD,play_start,SONYLIV_VOD_TVSHOW_1700000084_SEASON_47,EPISODE,1222.0,Dukaan Mein Party Sharty,player_log,cf86705e-4081-4d0b-8cc8-ba820c669fe8-1772036970921,4641.0,813.185,SONYLIV_VOD_TVSHOW_1700000084,SONYLIV_VOD_TVSHOW_1700000084_SEASON_47,4641.0,EPISODE,SONYLIV_VOD_EPISODE_1090504799,7da7b68a-b586-49d0-96b3-9900b927360f,2026-02-25
veldD4eHao3y0JzO60,1090504799,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700000084,,19.013500000000004,Taarak Mehta Ka Ooltah Chashmah,VOD,play_start,SONYLIV_VOD_TVSHOW_1700000084_SEASON_47,EPISODE,1222.0,Dukaan Mein Party Sharty,play_init,78df6021-9865-4b41-9815-0b4ff1cb2d44-1772004821062,4641.0,1139.573,SONYLIV_VOD_TVSHOW_1700000084,SONYLIV_VOD_TVSHOW_1700000084_SEASON_47,4641.0,EPISODE,SONYLIV_VOD_EPISODE_1090504799,43fa199c-84ad-485f-a4eb-25346649dfba,2026-02-25
q6Qx_Sft7y942GYIT0,1090505006,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700001090,,36.51435,MasterChef India,VOD,play_session_end,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,EPISODE,3109.0,The Monsoon ASMR Challenge,player_log,19635036-1771956898495,37.0,2189.0,SONYLIV_VOD_TVSHOW_1700001090,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,37.0,EPISODE,SONYLIV_VOD_EPISODE_1090505006,19635036-1771956898495-62258828-1771956949030,2026-02-25
fp1XXeilPMELQ_9Qi0,1090505006,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700001090,,20.825,MasterChef India,VOD,play_start,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,EPISODE,3109.0,The Monsoon ASMR Challenge,play_pause,fp1XXeilPMELQ_9Qi0-1772038881747.3909,37.0,1246.0,SONYLIV_VOD_TVSHOW_1700001090,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,37.0,EPISODE,SONYLIV_VOD_EPISODE_1090505006,77BF926E-58CF-4056-915D-B362F4E382E5,2026-02-25
oAKlfkQoZ1WBgwVb30,1090505006,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700001090,,0.09941666666666667,MasterChef India,VOD,play_start,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,EPISODE,3109.0,The Monsoon ASMR Challenge,frame_dropped,26e01dc1-a6ee-4841-91dd-7c0690178485-1772037271760,37.0,5.396,SONYLIV_VOD_TVSHOW_1700001090,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,37.0,EPISODE,SONYLIV_VOD_EPISODE_1090505006,228015c3-86c6-4c0d-8dac-f88283175232,2026-02-25
QQyv-jsaKnjKTYRww0,1090505006,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700001090,,0.13006666666666666,MasterChef India,VOD,play_start,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,EPISODE,3109.0,The Monsoon ASMR Challenge,play_start,355dd530-dd0e-4625-86d0-01ef01714f8e-1772036536908,37.0,7.804,SONYLIV_VOD_TVSHOW_1700001090,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,37.0,EPISODE,SONYLIV_VOD_EPISODE_1090505006,b312d1ae-e5f0-479b-84d4-e416d5efbfae,2026-02-25
vxI24-EGMeI_Dm9kN0,1090505006,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700001090,,47.35246666666667,MasterChef India,VOD,play_start,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,EPISODE,3109.0,The Monsoon ASMR Challenge,player_log,vxI24-EGMeI_Dm9kN0-1772006071337.991,37.0,2841.0,SONYLIV_VOD_TVSHOW_1700001090,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,37.0,EPISODE,SONYLIV_VOD_EPISODE_1090505006,5BE7D9C7-4ECD-405D-9056-6DFD54DC642C,2026-02-25
DepN-91_Q-_WbuxQz0,1090505006,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700001090,,52.03911666666667,MasterChef India,VOD,play_start,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,EPISODE,3109.0,The Monsoon ASMR Challenge,frame_dropped,89389811-cf8e-4299-9471-c9171c61b892-1772027077415,37.0,3114.054,SONYLIV_VOD_TVSHOW_1700001090,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,37.0,EPISODE,SONYLIV_VOD_EPISODE_1090505006,95d7a32d-0037-4035-b555-60345b619054,2026-02-25
ot9dHkTZEqTfW1zC-0,1090505006,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700001090,,1.0226166666666667,MasterChef India,VOD,play_start,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,EPISODE,3109.0,The Monsoon ASMR Challenge,play_init,6fb5fe3e-8fd7-458e-b33c-2d90416dc1ba-1772029791446,37.0,60.158,SONYLIV_VOD_TVSHOW_1700001090,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,37.0,EPISODE,SONYLIV_VOD_EPISODE_1090505006,1dab97ec-fdbe-4e97-8d6d-f72f501e9568,2026-02-25
tgECOIuP6RNC_l6WQ0,1090505006,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700001090,,46.93238333333333,MasterChef India,VOD,play_start,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,EPISODE,3109.0,The Monsoon ASMR Challenge,player_log,72f3cba6-1c27-411d-9da5-fd1a2454ea67-1772001237420,37.0,2785.263,SONYLIV_VOD_TVSHOW_1700001090,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,37.0,EPISODE,SONYLIV_VOD_EPISODE_1090505006,20dcf6ee-f2bd-44c8-b2e3-a27b9ab18043,2026-02-25
84lOuqAmDwMoiiUox0,1090505006,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700001090,,41.9431,MasterChef India,VOD,play_start,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,EPISODE,3109.0,The Monsoon ASMR Challenge,player_log,7df5ca43-9dc6-4c0b-9670-d4cdf629bf41-1772022229700,37.0,2515.601,SONYLIV_VOD_TVSHOW_1700001090,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,37.0,EPISODE,SONYLIV_VOD_EPISODE_1090505006,d1d0db00-4fdd-45f5-80e6-461f3791ff21,2026-02-25
oJ_84bOmyuWc-0bK60,1090505006,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700001090,,0.059899999999999995,MasterChef India,VOD,play_start,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,EPISODE,3109.0,The Monsoon ASMR Challenge,app_generated_action,039e5657-c0b3-47cc-8a99-53d7da9f5c3f-1771991941358,37.0,3.594,SONYLIV_VOD_TVSHOW_1700001090,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,37.0,EPISODE,SONYLIV_VOD_EPISODE_1090505006,aa639ef8-b5e3-450f-9f7b-5738aa05024c,2026-02-25
s25n8I66fAoj_uNkA0,1090505006,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700001090,,49.54646666666667,MasterChef India,VOD,play_start,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,EPISODE,3109.0,The Monsoon ASMR Challenge,player_log,3b283cd5-e66a-4130-a1e0-79b008ce819e-1772003805088,37.0,2949.306,SONYLIV_VOD_TVSHOW_1700001090,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,37.0,EPISODE,SONYLIV_VOD_EPISODE_1090505006,1737b5db-e6df-4163-b22a-fa8a7c6152f0,2026-02-25
qe6XxtUnrfFkq8chr0,1090505006,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700001090,,42.79253333333333,MasterChef India,VOD,play_start,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,EPISODE,3109.0,The Monsoon ASMR Challenge,play_pause,864c3427-c6b5-4de2-9a26-4e5e705a75cb-1771985972479,37.0,2565.392,SONYLIV_VOD_TVSHOW_1700001090,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,37.0,EPISODE,SONYLIV_VOD_EPISODE_1090505006,9bd1b61d-2b80-497d-bac4-d145796cc0c3,2026-02-25
xweCZ6pQEQ21TBqD90,1090505006,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700001090,,25.65011666666667,MasterChef India,VOD,play_start,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,EPISODE,3109.0,The Monsoon ASMR Challenge,play_pause,666aad65-030f-4628-b574-42020801c434-1772005922466,37.0,1536.123,SONYLIV_VOD_TVSHOW_1700001090,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,37.0,EPISODE,SONYLIV_VOD_EPISODE_1090505006,59ed0568-ba78-443c-8322-0d6b53786f4d,2026-02-25
0JTqcZIBHlBn2_gxq0,1090505006,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700001090,,44.34048333333333,MasterChef India,VOD,play_start,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,EPISODE,3109.0,The Monsoon ASMR Challenge,player_log,3d9de2f5-b2c4-478a-88a8-00c795ceb1f6-1772040782271,37.0,2649.136,SONYLIV_VOD_TVSHOW_1700001090,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,37.0,EPISODE,SONYLIV_VOD_EPISODE_1090505006,3b071957-954f-4d6e-b858-9a039ba043af,2026-02-25
5iXiA_61s-nHpcIvd0,1090505006,SONYLIV_VOD,0.0,SONYLIV_VOD_TVSHOW_1700001090,,0.016516666666666666,MasterChef India,VOD,play_start,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,EPISODE,3109.0,The Monsoon ASMR Challenge,play_init,9febd807-4ce2-4f46-ab68-62517e309b25-1771994833962,37.0,0.991,SONYLIV_VOD_TVSHOW_1700001090,SONYLIV_VOD_TVSHOW_1700001090_SEASON_4,37.0,EPISODE,SONYLIV_VOD_EPISODE_1090505006,51c1f450-b7c7-4be5-8a72-32cacb64096a,2026-02-25
hlK3SCuLorwc1tJuq0,1090504880,SONYLIV_VOD,0.0,,,79.74946666666668,,VOD,play_pause,,VIDEO,,Atletico vs Club Brugge - Play-offs Leg 2 - 24 Feb 2026,player_log,a4163d41-3a12-42eb-8610-b4302103e382-1771953843896,,4784.968000000001,,,,VIDEO,SONYLIV_VOD_LIVE_SPORT_1090504880,11335436-02a8-4746-891d-3ff6bf3e2970,2026-02-25
